Player,Team,Position,Age,Market value,Contract expires,Minutes played,Passport country,Foot,Height,Weight,On loan,Defensive duels per 90,"Defensive duels won, %",Aerial duels per 90,"Aerial duels won, %",PAdj Sliding tackles,PAdj Interceptions,Fouls per 90,xG per 90,Shots per 90,"Shots on target, %","Goal conversion, %","Accurate crosses, %",Dribbles per 90,"Successful dribbles, %",Touches in box per 90,Progressive runs per 90,Received passes per 90,Received long passes per 90,Passes per 90,"Accurate passes, %",Forward passes per 90,"Accurate forward passes, %",Back passes per 90,Lateral passes per 90,Short / medium passes per 90,Long passes per 90,"Average pass length, m",xA per 90,Shot assists per 90,Passes to final third per 90,"Accurate passes to final third, %",Passes to penalty area per 90,"Accurate passes to penalty area, %",Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,"Accurate progressive passes, %"
M. Cafaro,Reims,"LAMF, RAMF, RW",23,6000000,2022-06-30,964,France,right,170,60,no,5.13,47.27,1.87,40,0.68,2.72,1.68,0.31,3.45,35.14,2.703,22.22,6.35,58.82,2.15,2.33,20.35,1.59,27.82,63.42,7.47,52.5,5.13,10.36,19.14,4.67,23.8,0.19,1.4,4.48,50,5.51,32.2,1.21,1.21,5.88,77.78
Sergi Darder,Espanyol,"LW, AMF, LCMF3",26,6000000,2023-06-30,2848,Spain,right,180,71,no,5.18,44.51,1.61,54.9,1.14,3.69,1.04,0.09,1.61,19.61,3.922,48.15,2.05,35.38,1.07,0.79,21.99,0.82,30.5,78.65,8.79,60.43,5.28,11.72,26.51,3.38,20.26,0.06,0.57,5.66,70.39,1.96,43.55,0.76,0.38,4.65,76.87
Wu Lei,Espanyol,"RW, CF, AMF",29,6000000,2024-06-30,1849,China PR,right,174,66,no,4.38,42.22,4.48,42.39,0.46,4.36,0.73,0.28,2.09,34.88,9.302,33.33,2.43,38,3.7,1.22,10.17,1.56,13.97,70.03,3.12,60.94,2.92,4.62,11.39,0.88,18.89,0.04,0.39,1.17,54.17,1.07,45.45,0.44,0.39,1.36,46.43
B. Raman,Schalke 04,"CF, LW",26,6000000,2024-06-30,1670,Belgium,right,172,67,no,4.69,43.68,1.78,15.15,0.23,2.18,1.02,0.22,1.83,50,11.765,21.74,2.32,46.51,3.56,1.13,13.47,1.94,17.14,66.35,3.4,55.56,3.72,5.44,15.25,0.92,17.26,0.17,0.75,1.13,52.38,1.29,54.17,0.86,0.22,1.94,52.78
W. Khazri,Saint-Étienne,"CF, LWF, AMF",29,6000000,2022-06-30,1219,"France, Tunisia",right,182,76,no,5.32,55.56,1.99,14.81,0.19,1.68,1.55,0.33,3.1,21.43,7.143,52.17,5.91,41.25,2.88,1.7,16.83,1.7,21.34,73.01,4.73,59.38,4.95,7.53,17.42,2.51,18.7,0.12,1.62,3.54,60.42,2.14,58.62,1.18,0.66,3.62,81.63
M. Richter,Augsburg,"RW, RAMF",23,6000000,2023-06-30,2400,Germany,right,176,74,no,5.06,46.67,2.44,40,0.64,2.56,1.16,0.14,2.29,31.15,6.557,24.07,5.36,41.26,1.73,1.35,13.31,1.46,19.73,65.02,6.53,58.05,3.9,5.51,15,3,19.89,0.05,0.34,3.04,48.15,1.95,42.31,0.64,0.41,3.6,65.63
Z. Ferhat,Nîmes,"RW, RAMF",27,6000000,2022-06-30,2453,Algeria,right,183,70,no,3.89,52.83,4.88,50.38,0.05,2.61,0.66,0.13,1.58,34.88,6.977,24.51,5.69,54.19,2.42,1.83,18.79,2.2,28.18,70.44,7.56,66.5,6.16,7.7,22.86,1.87,18.78,0.22,1.76,3.23,64.77,3.82,46.15,1.25,0.88,5.06,81.88
Mata,Getafe,CF,32,6000000,2021-06-30,2934,Spain,right,185,79,no,3.56,39.66,8.07,36.12,0.18,2.31,2.58,0.35,1.56,43.14,21.569,34.43,2.12,39.13,3.16,0.46,12.85,2.06,21.44,68.81,4.08,54.14,5.18,6.53,18.93,0.86,16.17,0.1,0.83,1.84,56.67,2.15,41.43,0.86,0.64,2.15,78.57
R. Del Castillo,Rennes,"CF, RW, LW",24,6000000,2022-06-30,1349,"France, Spain",left,172,65,no,7.61,59.65,4.2,36.51,0.18,2.66,1.27,0.17,1.93,37.93,6.897,46.88,5.14,63.64,2,2.2,21.35,2.13,30.36,81.32,7.21,66.67,7.27,8.61,27.22,1.07,16.54,0.16,1.33,2.87,74.42,2.67,67.5,1.4,1.13,4.6,84.06
J. Rodriguez,Burnley,CF,31,6000000,2025-12-31,2203,"England, Spain",right,185,70,no,5.11,57.6,8.37,37.56,0.7,2.71,1.02,0.36,2.57,47.62,12.698,31.25,2.29,37.5,2.9,0.82,11.23,2.57,17.24,75.36,3.68,64.44,4.7,4.74,16.14,0.49,13.71,0.01,0.12,1.55,65.79,1.02,40,0.49,0.2,1.63,70
N. Sansone,Bologna,"LAMF, LW, LWF",29,6000000,2023-06-30,2420,"Germany, Italy",right,173,63,no,5.58,49.33,2.08,12.5,0.22,2.75,1.3,0.32,2.9,29.49,5.128,32.91,7.4,55.78,2.68,1.6,23.43,1.04,32.06,78.19,8.78,74.58,7.29,9.22,27.19,2.12,18.52,0.18,1.3,3.5,78.72,3.31,46.07,1.23,0.93,5.65,76.97
Roberto Torres,Osasuna,"RW, RAMF",31,6000000,,2901,Spain,right,178,72,no,3.72,48.33,1.74,46.43,0.04,6.35,0.59,0.28,2.2,35.21,9.859,27.52,2.3,41.89,1.95,0.74,21.84,2.57,30.53,68.8,9.99,58.07,5.65,10.3,23.64,3.85,20.02,0.19,1.21,4.53,54.79,3.69,35.29,0.74,0.99,5.71,80.43
B. Dost,Eintracht Frankfurt,CF,31,5500000,2022-06-30,1575,Netherlands,right,196,86,no,1.77,58.06,11.54,61.39,0.52,2.3,0.91,0.42,1.66,58.62,27.586,0,0.29,60,3.26,0.06,13.6,2.86,19.94,67.62,5.03,55.68,2.91,7.6,19.03,0.69,17.34,0.07,0.69,2.91,43.14,0.74,38.46,1.03,0,2.23,58.97
D. Welbeck,Brighton & Hove Albion,"CF, LAMF, LW",30,5500000,2021-06-30,909,England,right,185,73,no,4.75,58.33,4.75,37.5,0,2.99,0.79,0.46,1.98,40,10,0,2.97,50,3.56,0.89,9.21,1.49,15.05,81.58,3.07,61.29,3.96,3.66,14.75,0.1,14.49,0.01,0.3,0.99,50,0.79,62.5,0.3,0,1.19,66.67
F. Tait,Rennes,"LW, CF",27,5500000,2023-06-30,961,France,right,175,70,no,6.09,53.85,2.15,30.43,1.15,3.06,0.94,0.11,1.4,26.67,13.333,30.77,5.99,53.13,1.59,3,26.88,2.9,35.96,76.56,10.77,66.09,9.93,9.37,32.5,2.53,16.6,0.13,1.31,3.18,58.82,3.56,60.53,2.06,0.37,5.62,68.33
N. Radonjić,Olympique Marseille,"LW, RW, RWF",24,5500000,2023-06-30,972,Serbia,right,185,77,no,4.44,39.58,1.76,31.58,0.28,2.22,1.39,0.2,2.59,46.43,17.857,40.91,9.54,45.63,3.52,3.89,25.09,2.87,30.46,74.16,8.52,68.48,6.76,8.15,27.04,1.48,14.83,0.09,1.02,2.96,71.88,3.33,63.89,1.48,0.74,5.83,84.13
A. Hunou,Rennes,"CF, LW",26,5500000,2023-06-30,1301,France,right,179,70,no,6.36,68.48,2.28,33.33,0,3.01,1.11,0.49,1.87,55.56,29.63,40,1.8,50,3.32,0.62,15.98,1.87,21.17,78.43,4.43,70.31,6.16,5.74,19.72,0.76,14.87,0.07,0.62,1.25,72.22,1.11,81.25,1.04,0.28,2.35,70.59
O. Burke,Sheffield United,"LW, CF, RW",23,5500000,2023-06-30,1562,Scotland,right,188,74,no,4.09,59.15,5.53,44.79,0.07,3.94,0.98,0.14,1.04,44.44,5.556,17.86,4.03,54.29,2.88,1.44,10.03,1.67,16.59,73.26,2.82,65.31,4.38,4.32,14.75,0.58,14.85,0.06,0.35,0.81,64.29,0.92,43.75,0.52,0.23,1.84,62.5
J. Calleri,Osasuna,CF,27,5000000,2021-06-30,1936,"Argentina, Italy",right,173,70,yes,3.3,39.44,12.97,47.31,0.19,2.55,2.23,0.24,1.91,36.59,2.439,28,3.53,46.05,3.77,0.93,7.25,2.32,12.55,67.04,3.07,57.58,2.84,3.67,11.02,0.46,15.27,0.07,0.51,1.3,53.57,1.21,42.31,0.74,0.42,1.3,71.43
S. Mavididi,Montpellier,"CF, LW, RAMF",22,5000000,2024-06-30,1483,"England, Congo DR",right,182,71,no,5.28,56.32,1.94,15.63,0,2.64,1.27,0.24,1.46,37.5,20.833,20,6.74,38.74,2.61,2.49,14.63,1.46,21.42,81.87,4.25,74.29,7.83,4.55,19.3,0.73,16.05,0.04,0.3,1.4,82.61,0.91,53.33,0.55,0.3,2.25,51.35
Sergi Guardiola,Real Valladolid,CF,29,5000000,2023-06-30,2822,Spain,left,183,78,no,3.64,50,4.72,28.38,0.16,2.37,1.72,0.22,1.82,36.84,14.035,17.02,3.57,54.46,2.1,1.05,12.63,1.91,20.51,71.38,4.21,60.61,5.1,6.63,18.21,1.02,16.71,0.05,0.32,1.59,56,1.59,30,0.51,0.29,2.23,71.43
N. Petersen,Freiburg,CF,31,5000000,2021-06-30,2587,Germany,right,188,80,no,3.2,60.87,8.56,32.93,0.13,4.6,0.38,0.27,1.81,40.38,21.154,30,0.8,21.74,3.58,0.31,9.39,2.23,15.72,67.26,3.48,50,3.69,4.49,14.61,0.83,14.97,0.09,0.8,1.08,41.94,0.8,30.43,0.7,0.07,1.91,29.09
R. Sallai,Freiburg,"RW, RWF, RAMF",23,5000000,2022-06-30,1207,Hungary,right,182,77,no,5.89,48.1,4.62,38.71,0.7,2.19,2.24,0.27,2.46,36.36,6.061,11.36,6.26,55.95,3.06,1.94,17.37,2.09,24.31,72.7,6.26,66.67,7.01,6.86,20.13,1.12,18.97,0.02,0.45,2.54,73.53,3.43,34.78,0.75,0.37,3.36,71.11
José Luis Morales,Levante,"CF, LW, RW",33,5000000,2021-06-30,2694,Spain,right,180,70,no,3.27,47.96,1.37,34.15,0.13,1.78,0.6,0.15,1.3,41.03,10.256,28.42,5.65,41.42,3.21,1.94,15.7,1.74,21.61,69.24,5.48,64.02,3.74,7.12,17.2,1.67,18.68,0.17,1.1,1.67,60,2.67,55,1.34,0.84,4.08,68.85
M. Albrighton,Leicester City,"RW, RWB, LAMF",31,5000000,2022-06-30,950,England,right,175,74,no,6.73,60.56,0.95,20,0.91,6.24,0.66,0.05,0.95,20,0,24.62,4.74,48,1.99,0.95,31.64,3.22,43.11,70.77,10.8,65.79,9.95,14.68,32.87,4.74,19.68,0.2,1.61,5.21,67.27,6.35,35.82,1.14,1.42,9.57,77.23
O. Giroud,Chelsea,CF,34,5000000,2021-06-30,1055,France,left,193,91,no,2.9,38.24,7.59,48.31,0.13,3.18,1.28,0.49,2.9,50,23.529,50,0.6,57.14,5.12,0.51,14.67,2.64,21.75,72.94,2.9,47.06,6.48,4.44,21.24,0.17,12.06,0.05,0.34,1.28,46.67,0.85,40,0.85,0.17,1.11,38.46
T. Deeney,Watford,CF,32,5000000,2021-06-30,2391,"England, Jamaica",right,183,90,no,3.58,53.68,19.12,36.61,0.85,1.83,1.43,0.42,1.62,51.16,23.256,15.38,0.87,21.74,2.97,0.34,13.55,3.27,20.1,65.36,7.68,51.96,2.97,4.93,18.48,1.17,15.43,0.12,0.75,3.09,52.44,2.03,44.44,1.32,0.08,2.26,76.67
A. Gray,Watford,CF,29,5000000,2022-06-30,857,"England, Jamaica",right,178,83,no,2.31,40.91,5.25,24,0.13,0.9,1.16,0.36,2,36.84,10.526,30,2.42,39.13,3.78,0.42,8.19,1.47,14.49,66.67,3.15,70,2.94,4.52,13.34,0.32,14.8,0.01,0.53,1.16,72.73,1.47,71.43,0.95,0.11,1.89,77.78
Y. Gervinho,Parma,"CF, LWF",33,5000000,2022-06-30,2432,Côte d'Ivoire,right,179,66,no,1.18,62.5,0.15,0,0,1,0.33,0.34,2.07,42.86,12.5,25,5.55,51.33,3.74,3.55,14.99,1.04,18.43,82.13,4.63,78.4,5.14,4.63,17.5,0.26,15.13,0.09,0.63,1.15,87.1,1.78,75,1.52,0.15,2.29,77.42
A. Nordin,Saint-Étienne,"LW, LAMF, CF",22,5000000,2022-06-30,984,"France, Martinique",left,170,69,no,3.38,59.46,3.11,17.65,0.73,2.78,1.1,0.12,1.28,35.71,7.143,29.41,6.31,47.83,1.83,2.74,13.72,1.37,22.59,79.35,3.93,67.44,7.5,6.77,18.93,0.64,22.98,0.14,0.73,1.55,88.24,1.55,52.94,0.18,0.73,3.02,78.79
D. Selke,Werder Bremen,CF,25,5000000,2022-06-30,1523,Germany,right,194,84,yes,4.2,50.7,11.82,48,0,1.75,2.19,0.2,1.6,29.63,3.704,16.67,2.54,37.21,2.9,0.95,9.34,2.54,16.49,72.76,3.07,57.69,4.85,4.2,15.36,0.41,13.95,0.04,0.35,1.48,56,1.12,47.37,0.77,0.12,1.65,57.14
D. Yedlin,Newcastle United,"RB5, RB",27,5000000,2021-06-30,1019,"USA, Latvia",right,172,75,no,6.8,54.55,2.03,34.78,0.52,3.98,0.79,0.06,0.09,100,100,21.43,1.06,33.33,0.44,0.71,16.34,1.68,23.58,71.54,8.48,58.33,4.24,6.89,18.37,2.83,15.71,0.03,0.35,3,55.88,2.56,34.48,0.53,0.71,5.92,62.69
F. Caicedo,Lazio,CF,32,5000000,2022-06-30,1519,"Ecuador, Spain",left,183,82,no,4.09,55.07,5.15,33.33,0.08,0.77,1.48,0.38,1.66,53.57,32.143,33.33,2.07,60,3.91,0.47,17.48,0.77,22.69,80.42,5.15,68.97,5.45,5.98,22.28,0.24,12.54,0.14,1.07,1.84,77.42,1.18,50,1.42,0.06,1.72,79.31
F. Bonazzoli,Torino,CF,23,5000000,2025-06-30,813,Italy,left,182,79,yes,4.1,56.76,0.89,50,0.29,1.58,1.88,0.44,4.32,35.9,15.385,40,4.32,53.85,4.21,1.77,18.71,1.44,21.7,75,3.43,54.84,5.98,8.97,19.15,1.33,17.81,0.07,0.89,1.66,53.33,1.55,42.86,0.77,0.66,1.88,64.71
I. Jakobs,Köln,"LAMF, LW, LB",21,5000000,2024-06-30,1774,"Germany, Senegal",left,183,75,no,6.65,71.76,2.49,44.9,1.02,4.96,0.86,0.09,0.91,55.56,11.111,31.51,1.57,29.03,1.72,1.01,17.4,2.23,26.23,67.31,7.51,53.38,5.23,8.17,20.65,2.28,18.73,0.05,0.56,1.88,56.76,3.3,40,0.76,0.96,5.23,55.34
G. Lapadula,Benevento,CF,30,5000000,2023-06-30,1915,"Italy, Peru",left,177,74,no,3.67,60.26,5.92,37.3,0.48,1.24,2.02,0.51,2.44,46.15,21.154,17.65,2.49,49.06,4.75,0.66,9.16,2.4,13.58,76.82,2.16,65.22,4.7,3.67,12.55,0.28,13.97,0.06,0.7,0.8,52.94,0.47,70,0.47,0.09,1.22,61.54
F. Falco,Lecce,"RWF, CF, AMF",28,5000000,2022-06-30,2149,Italy,left,171,70,no,3.1,62.16,0.96,17.39,0,0.92,0.5,0.16,2.3,43.64,7.273,44.34,8.33,57.79,2.09,3.39,25.67,2.39,37.78,84.26,10.05,79.58,9.38,13.19,31.91,1.72,18.4,0.17,1.72,3.81,75.82,4.82,61.74,1.38,2.01,6.62,91.77
Joselu,Deportivo Alavés,CF,30,5000000,2022-06-30,2992,"Germany, Spain",right,192,84,no,3.52,56.41,14.26,62.24,0.42,3.81,1.5,0.35,2.26,40,14.667,15.38,1.05,42.86,3.13,0.15,12.78,3.01,22.53,65.29,7.04,42.31,4.84,5.63,20.88,1.41,16.89,0.05,0.27,3.85,42.97,1.05,31.43,0.45,0.06,2.47,64.63
K. Babacar,Alanyaspor,"CF, LWF",27,5000000,2022-06-30,1519,Senegal,right,185,85,yes,2.84,50,5.69,35.42,0.19,2.96,1.96,0.4,2.55,39.53,6.977,0,2.43,51.22,3.91,1.18,12.38,3.02,16.29,73.82,3.44,58.62,4.68,4.44,15.46,0.53,14.56,0.04,0.53,1.3,50,0.95,62.5,0.83,0,1.54,57.69
I. Slimani,Leicester City,CF,32,5000000,2021-06-30,1369,Algeria,right,188,83,no,2.89,34.09,6.57,45,0.34,2.14,2.43,0.63,2.89,47.73,20.455,17.86,2.83,48.84,5.39,1.18,24.32,2.3,32.54,72.12,9.01,62.04,6.77,9.4,29.65,1.38,17.53,0.19,1.45,4.27,63.08,4.14,53.97,2.3,0.33,4.73,88.89
J. Willems,Eintracht Frankfurt,LB5,26,4500000,2021-06-30,1593,"Netherlands, Curaçao",left,169,66,no,6.44,64.04,2.09,54.05,0.23,4.71,0.56,0.05,0.79,42.86,14.286,27.27,3.05,61.11,1.07,0.68,14.18,0.56,25.14,77.3,8.98,69.81,5.25,7.29,21.64,1.75,18.31,0.08,0.79,3.22,68.42,2.15,42.11,0.34,0.62,5.88,70.19
F. Depaoli,Atalanta,"RW, RB",23,4500000,2024-06-30,2001,Italy,right,182,71,yes,8.64,46.35,4.18,32.26,1.01,4.7,2.7,0.05,0.94,23.81,0,38.64,2.7,46.67,1.71,1.26,19.21,1.89,27.57,70.96,9.04,66.17,5.17,9.22,21.72,2.2,19.33,0.12,1.03,2.88,53.13,3.64,44.44,0.54,1.48,5.98,70.68
Óscar Melendo,Espanyol,RW,23,4500000,2022-06-30,1219,Spain,left,167,63,no,4.5,59.02,1.77,25,0.21,1.82,0.44,0.01,0.22,0,0,33.33,2.29,51.61,0.52,0.74,17.35,0.74,24.73,84.18,5.83,67.09,6.42,8.34,22.52,1.62,15.73,0.03,0.81,3.1,69.05,2.14,41.38,0.74,0.22,3.1,73.81
R. Steffen,Wolfsburg,"RW, LWB",29,4500000,2023-06-30,1690,Switzerland,left,170,65,no,7.19,58.52,2.93,38.18,0.42,4.72,1.86,0.2,1.49,35.71,21.429,41.46,3.62,66.18,1.92,2.02,22.79,1.44,33.92,78.49,8.52,67.5,7.08,12.3,29.13,2.77,18.86,0.16,1.12,3.46,69.23,3.51,45.45,1.01,1.07,5.96,79.46
M. Gregoritsch,Augsburg,"CF, RCMF",26,4500000,2022-06-30,1198,Austria,left,193,91,no,3.76,60,8.19,44.04,0.29,4.02,0.98,0.27,1.73,34.78,4.348,20,1.05,57.14,2.33,0.45,11.94,2.18,20.36,72.69,5.71,57.89,6.24,4.81,19.01,1.05,15.26,0.08,0.6,2.85,52.63,1.8,37.5,0.83,0,2.63,62.86
E. Torregrossa,Brescia,CF,28,4500000,2022-06-30,1948,Italy,left,184,80,no,3.79,45.12,7.16,39.35,0.53,2.21,2.08,0.37,2.73,38.98,11.864,7.14,4.8,53.85,3.79,1.48,15.52,2.49,20.79,69.78,5.68,56.91,4.57,5.41,18.9,1.34,15.69,0.08,0.69,2.31,64,1.89,48.78,1.76,0.18,2.49,62.96
P. Sisto,Midtjylland,"LW, LWF",25,4500000,2024-06-30,975,"South Sudan, Denmark",right,171,64,no,5.35,53.45,0.83,33.33,0,3.68,0.83,0.21,2.68,55.17,6.897,25,5.82,58.73,2.12,2.22,30.46,1.75,38.68,81.86,6.83,77.03,10.98,12.65,34.98,2.03,16.99,0.05,0.46,3.23,71.43,2.58,42.86,1.38,0.55,4.34,61.7
F. Honorat,Brest,"RW, RWB, RAMF",24,4000000,2025-06-30,892,France,right,180,70,no,8.07,53.75,2.32,26.09,0,4.11,0.81,0.01,0.5,20,0,28.85,3.73,56.76,1.11,3.13,22.5,2.83,34.1,67.46,12.61,64,5.35,11.4,26.74,2.42,19.81,0.16,1.01,3.63,52.78,4.74,36.17,1.01,1.31,6.76,85.07
Jason,Valencia,RW,26,4000000,2022-06-30,1252,Spain,right,178,65,no,6.04,45.24,3.52,40.82,0.32,5.47,1.8,0.09,1.94,25.93,3.704,29.41,5.46,50,1.29,0.65,13.95,2.16,23.51,63,7.26,58.42,4.17,7.19,18.04,2.08,20.73,0.15,1.37,2.95,51.22,3.81,39.62,0.5,1.29,4.53,76.19
D. Cheryshev,Valencia,LW,29,4000000,2022-06-30,1024,"Russia, Spain",left,179,74,no,6.42,56.16,3.08,37.14,0,5.82,2.11,0.22,1.76,35,5,24,2.9,45.45,2.99,1.49,21.8,2.46,28.48,69.14,7.12,61.73,6.5,9.49,22.94,1.76,19.72,0.11,0.7,2.29,50,3.78,39.53,1.05,1.14,4.39,64
R. Snodgrass,West Ham United,"RW, LCMF",33,4000000,2021-06-30,1617,Scotland,left,182,82,no,5.9,50,2.28,29.27,0.8,2.41,1.22,0.14,1.17,42.86,23.81,20.83,3.95,52.11,2.39,1,19.42,1.17,29.05,75.86,7.35,66.67,5.62,9.68,24.88,1.61,18.73,0.22,1.61,2.78,72,2.62,31.91,0.72,0.56,4.29,70.13
L. Höler,Freiburg,"CF, LWF, AMF",26,4000000,2022-06-30,2613,Germany,right,184,83,no,5.58,56.17,5.51,35,0.64,3.42,1.27,0.23,1.65,45.83,16.667,36,3,52.87,3.75,1.34,12.57,1.38,19.94,72.37,4.31,50.4,5.51,5.1,18.63,0.52,14.33,0.05,0.69,1.31,47.37,1.45,52.38,0.86,0.21,1.79,61.54
R. Alioui,Angers SCO,CF,28,4000000,2022-06-30,1663,"France, Morocco",right,186,82,no,2.54,40.43,6.76,41.6,0.18,0.78,1.24,0.29,3.08,38.6,10.526,33.33,1.95,58.33,3.46,1.03,16.29,2.87,23.05,76.29,3.08,70.18,7.2,6.98,21.43,0.76,15.4,0.07,0.7,1.89,74.29,1.19,54.55,0.7,0.27,1.79,69.7
F. Kainz,Köln,"RAMF, LAMF, LW",28,4000000,2022-06-30,1661,Austria,right,176,71,no,4.39,58.02,1.63,26.67,0.89,3.84,0.87,0.19,2,37.84,13.514,31,4.44,51.22,1.46,1.79,22.49,1.46,32.73,66.72,10.95,59.9,4.12,12.35,23.3,4.61,24.08,0.34,2,5.42,61,6.01,45.95,1.3,1.73,9.37,78.03
K. Gameiro,Valencia,CF,33,4000000,2021-06-30,1706,"France, Portugal",right,173,64,no,3.85,46.58,2.16,14.63,0.13,1.7,0.74,0.28,1,52.63,31.579,23.53,3.01,43.86,3.9,1.11,15.4,1.85,22.16,77.62,3.48,54.55,8.12,5.64,19.73,0.84,14.82,0.12,0.74,1.27,66.67,1.48,57.14,1,0.37,1.9,55.56
C. Lenz,Union Berlin,"LB5, LWB, LB",26,4000000,2021-06-30,2422,Germany,left,181,81,no,7.84,62.09,3.23,49.43,0.95,6.94,1.23,0.03,0.56,20,0,34.33,1.78,58.33,0.48,1.3,19.69,0.89,30.88,74.01,12.41,65.27,4.79,8.4,24.27,4.38,19.51,0.13,0.71,4.61,66.13,2.82,36.84,0.67,0.78,8.1,68.35
Javi Manquillo,Newcastle United,"RB5, RB, RWB",26,4000000,2024-06-30,1719,Spain,right,178,76,no,7.28,66.19,1.88,55.56,0.41,4.55,0.94,0,0.05,0,0,20.83,1.99,52.63,0.52,0.99,18.22,2.2,26.6,75,10.47,65.5,5.08,7.02,21.78,2.77,18.54,0.02,0.21,2.62,62,1.73,33.33,0.05,0.47,5.29,59.41
V. Germain,Olympique Marseille,"CF, RW, RAMF",30,4000000,2021-06-30,1456,France,right,180,73,no,4.64,56,6.06,37.76,1.2,4.63,0.93,0.1,1.17,15.79,5.263,31.43,0.62,30,2.35,0.43,18.85,1.92,24.17,78.01,3.65,61.02,7.29,6.98,20.89,1.17,15.94,0.11,0.68,1.55,68,1.48,45.83,0.49,0.62,2.78,64.44
R. Ripart,Nîmes,CF,27,4000000,2023-06-30,2207,France,right,181,73,no,4.93,53.72,9.22,35.4,0.2,3.64,0.9,0.21,1.71,33.33,9.524,28.13,3.67,45.56,2.32,0.73,14.27,1.39,21.08,73.5,6.16,63.58,4.81,6.08,18.72,1.14,17.19,0.07,0.82,2.2,70.37,1.39,50,0.57,0.33,3.18,64.1
Ángel,Getafe,CF,33,4000000,2021-06-30,1576,Spain,right,172,65,no,4.17,47.95,5.88,23.3,0.62,2.02,2.91,0.44,2.74,47.92,20.833,23.33,3.2,44.64,4.05,0.97,11.71,2.17,16.39,64.46,3.65,48.44,3.2,6,13.82,0.86,17.73,0.12,0.63,1.88,63.64,1.88,33.33,0.63,0.57,1.54,70.37
O. Nguette,Metz,"LW, RW",26,4000000,2022-06-30,1920,"France, Senegal",right,182,76,no,6.66,65.49,3.19,30.88,0.1,2.34,0.94,0.17,1.27,40.74,18.519,16.67,8.44,43.33,1.88,1.45,16.27,1.31,24.09,81.52,5.67,71.07,6.42,6.14,23.11,0.23,14.22,0.05,0.56,2.72,75.86,0.75,43.75,0.33,0.14,2.53,66.67
H. Maïga,Metz,"RW, RCMF3, DMF",24,4000000,2024-06-30,2423,Côte d'Ivoire,right,181,80,no,10.25,62.68,3.27,45.45,0.73,5.62,1.75,0.05,1,33.33,3.704,18.33,2.97,55,0.97,1.41,32.02,0.56,46.91,82.82,13.11,73.65,6.98,19.57,41.49,3.45,19.42,0.03,0.33,7.17,73.06,2.3,30.65,0.45,0.41,6.87,72.97
E. Krafth,Newcastle United,"RB5, RB, RCB3",26,4000000,2023-06-30,1114,Sweden,right,184,83,no,6.06,57.33,1.86,60.87,0.32,4.3,0.24,0.05,0.32,0,0,28.57,0.65,62.5,0.73,0.57,19.79,1.13,28.11,77.87,12.52,72.26,3.55,7.59,23.35,3.31,16.74,0.05,0.16,3.55,63.64,1.7,38.1,0.16,0.57,6.14,73.68
C. Atsu,Newcastle United,"LW, RW",28,4000000,2021-06-30,840,Ghana,left,165,65,no,5.79,62.96,2.25,33.33,0.21,3.7,1.18,0.06,0.54,20,0,46.67,5.57,46.15,1.07,1.93,13.18,0.86,21.32,80.4,4.93,60.87,6.96,5.79,18.64,1.39,14.08,0.11,1.18,1.5,64.29,2.36,54.55,0.86,0.64,3,71.43
A. Donnarumma,Brescia,CF,30,4000000,2022-06-30,1820,Italy,right,179,78,no,3.07,48.39,2.87,34.48,0.12,1.12,0.94,0.35,2.03,39.02,17.073,18.75,1.78,47.22,4.3,0.64,13.5,1.43,19.73,73.43,5.04,65.69,4.25,6.43,17.85,1.29,15.91,0.03,0.59,1.93,71.79,1.68,61.76,1.58,0.2,3.12,69.84
D. Perotti,Fenerbahçe,"LAMF, LW",32,4000000,2022-06-30,948,"Argentina, Spain",left,179,70,no,4.46,48.94,1.04,36.36,0.26,3.17,0.76,0.39,1.42,60,33.333,33.33,7.78,73.17,2.85,5.98,23.64,0.57,34.94,83.15,7.59,78.75,9.49,11.77,28.67,3.23,17.3,0.23,1.8,3.23,82.35,3.32,42.86,1.52,1.14,5.32,80.36
S. Adamyan,Hoffenheim,"CF, LAMF, LW",27,4000000,,786,Armenia,right,184,78,no,6.41,55.36,4.35,28.95,0.62,2.47,1.37,0.5,2.18,57.89,26.316,15.38,4.24,54.05,4.24,1.72,12.6,2.18,18.32,72.5,3.44,56.67,4.81,4.69,15.46,1.37,17.4,0.1,0.69,1.03,66.67,1.37,41.67,0.69,0.23,1.49,69.23
M. Vydra,Burnley,CF,28,4000000,,891,Czech Republic,right,180,71,no,2.22,59.09,6.16,36.07,0.24,2.06,0.2,0.43,1.92,52.63,10.526,0,2.02,25,3.13,1.52,9.39,2.73,11.52,76.32,1.11,63.64,3.74,3.03,11.11,0,12.33,0.04,0.61,0.71,57.14,0.51,20,0.51,0,0.71,57.14
F. Di Francesco,SPAL,"CF, LW, RW",26,3700000,2022-06-30,1155,Italy,right,178,75,yes,4.29,47.27,1.48,26.32,0.59,2.18,1.64,0.18,1.79,30.43,8.696,39.13,4.29,47.27,2.88,1.64,16.29,0.94,23.69,82.57,4.75,75.41,6.23,6.78,20.49,1.56,14.7,0.13,1.17,1.71,72.73,2.57,60.61,1.64,0.55,3.04,74.36
